aid1,aid2,PublicationId,Year
32,379,2237842677,2009
26,442,2102614574,2009
397,442,2102614574,2009
269,596,2390258118,2009
269,596,2551204900,2009
449,562,2039710316,2009
127,562,2039710316,2009
371,789,1593193367,2009
223,789,1593193367,2009
223,371,1593193367,2009
61,464,2028169417,2009
182,789,1593193367,2009
197,217,2014651090,2009
182,223,1593193367,2009
182,371,1593193367,2009
26,397,2102614574,2009
267,515,1141684264,2010
3,243,3022304875,2010
3,208,3022304875,2010
639,640,2491486925,2010
3,193,3022304875,2010
217,245,2996524459,2010
146,766,2742785560,2010
556,630,2491486925,2010
244,267,1141684264,2010
244,401,1141684264,2010
487,767,2734432476,2010
13,767,2734432476,2010
630,640,2491486925,2010
630,639,2491486925,2010
13,487,2734432476,2010
515,972,1141684264,2010
79,774,1496976698,2010
751,867,2621274521,2010
401,972,1141684264,2010
401,515,1141684264,2010
244,515,1141684264,2010
556,626,2491486925,2010
330,867,2621274521,2010
244,972,1141684264,2010
267,401,1141684264,2010
267,972,1141684264,2010
556,639,2491486925,2010
637,799,2495200487,2010
330,751,2621274521,2010
487,767,2612651932,2010
455,767,2612651932,2010
455,487,2612651932,2010
628,652,2495200487,2010
628,799,2495200487,2010
628,806,2495200487,2010
396,628,2495200487,2010
652,799,2495200487,2010
652,806,2495200487,2010
396,652,2495200487,2010
799,806,2495200487,2010
396,799,2495200487,2010
396,806,2495200487,2010
13,767,2612651932,2010
102,414,2504521303,2010
102,495,2504521303,2010
102,759,2504521303,2010
414,495,2504521303,2010
414,759,2504521303,2010
495,759,2504521303,2010
13,147,2529583907,2010
90,125,2550196179,2010
90,163,2550196179,2010
331,379,2613267033,2010
556,640,2491486925,2010
331,419,2613267033,2010
379,419,2613267033,2010
285,637,2495200487,2010
296,637,2495200487,2010
628,637,2495200487,2010
637,652,2495200487,2010
3,314,3022304875,2010
637,806,2495200487,2010
396,637,2495200487,2010
285,296,2495200487,2010
285,628,2495200487,2010
285,652,2495200487,2010
285,799,2495200487,2010
285,806,2495200487,2010
358,672,1990999662,2010
144,758,2617153450,2010
144,170,2615773570,2010
285,396,2495200487,2010
296,628,2495200487,2010
296,652,2495200487,2010
296,799,2495200487,2010
296,806,2495200487,2010
296,396,2495200487,2010
419,463,2613267033,2010
379,463,2613267033,2010
331,463,2613267033,2010
3,574,3022304875,2010
345,672,1990999662,2010
3,956,3022304875,2010
258,375,8112120,2010
258,453,8112120,2010
258,521,8112120,2010
375,453,8112120,2010
375,521,8112120,2010
453,521,8112120,2010
32,379,2466023948,2010
32,550,2466023948,2010
379,550,2466023948,2010
338,699,2468679082,2010
655,775,2472940054,2010
590,657,2134409731,2010
456,657,2134409731,2010
456,590,2134409731,2010
231,657,2134409731,2010
231,590,2134409731,2010
231,456,2134409731,2010
124,657,2134409731,2010
124,590,2134409731,2010
124,456,2134409731,2010
124,231,2134409731,2010
672,987,2295364771,2010
358,987,2295364771,2010
358,672,2295364771,2010
127,166,2164695065,2010
345,672,2295364771,2010
345,987,2295364771,2010
544,740,2164695065,2010
540,740,2164695065,2010
540,544,2164695065,2010
270,740,2164695065,2010
270,544,2164695065,2010
270,540,2164695065,2010
266,740,2164695065,2010
266,544,2164695065,2010
452,796,2126364451,2010
266,540,2164695065,2010
166,740,2164695065,2010
166,544,2164695065,2010
166,540,2164695065,2010
166,270,2164695065,2010
166,266,2164695065,2010
127,740,2164695065,2010
127,544,2164695065,2010
127,540,2164695065,2010
127,270,2164695065,2010
127,266,2164695065,2010
266,270,2164695065,2010
218,965,3022304875,2010
417,494,2117263543,2010
156,494,2117263543,2010
243,956,3022304875,2010
243,787,3022304875,2010
243,574,3022304875,2010
243,314,3022304875,2010
208,218,3022304875,2010
208,965,3022304875,2010
208,956,3022304875,2010
208,787,3022304875,2010
208,574,3022304875,2010
208,314,3022304875,2010
243,965,3022304875,2010
208,243,3022304875,2010
193,218,3022304875,2010
193,965,3022304875,2010
193,956,3022304875,2010
193,787,3022304875,2010
193,574,3022304875,2010
193,314,3022304875,2010
193,243,3022304875,2010
193,208,3022304875,2010
3,218,3022304875,2010
3,965,3022304875,2010
90,279,2550196179,2010
3,787,3022304875,2010
218,243,3022304875,2010
314,787,3022304875,2010
156,417,2117263543,2010
64,494,2117263543,2010
64,417,2117263543,2010
64,156,2117263543,2010
442,943,2113680867,2010
26,943,2113680867,2010
26,442,2113680867,2010
218,956,3022304875,2010
956,965,3022304875,2010
218,787,3022304875,2010
314,574,3022304875,2010
787,965,3022304875,2010
218,574,3022304875,2010
574,965,3022304875,2010
574,956,3022304875,2010
574,787,3022304875,2010
218,314,3022304875,2010
314,965,3022304875,2010
314,956,3022304875,2010
626,630,2491486925,2010
626,639,2491486925,2010
626,640,2491486925,2010
787,956,3022304875,2010
90,313,2550196179,2010
5,987,2295364771,2010
125,279,2550196179,2010
657,688,2027305600,2010
590,688,2027305600,2010
590,657,2027305600,2010
13,455,2612651932,2010
456,688,2027305600,2010
456,657,2027305600,2010
63,876,2045156660,2010
487,767,2612274471,2010
281,688,2027305600,2010
281,590,2027305600,2010
281,456,2027305600,2010
124,688,2027305600,2010
124,657,2027305600,2010
124,590,2027305600,2010
124,456,2027305600,2010
124,281,2027305600,2010
281,657,2027305600,2010
455,767,2612274471,2010
455,487,2612274471,2010
736,796,1802066388,2010
63,877,2045156660,2010
835,876,2045156660,2010
835,877,2045156660,2010
876,877,2045156660,2010
162,781,2580916631,2010
230,781,2580916631,2010
84,312,1977607547,2010
29,386,2056796790,2010
162,230,2580916631,2010
13,455,2612274471,2010
13,487,2612274471,2010
13,767,2612274471,2010
505,585,1802066388,2010
505,736,1802066388,2010
505,796,1802066388,2010
585,736,1802066388,2010
585,796,1802066388,2010
5,672,2295364771,2010
5,358,2295364771,2010
456,590,2027305600,2010
5,345,2295364771,2010
125,313,2550196179,2010
163,279,2550196179,2010
163,313,2550196179,2010
279,313,2550196179,2010
345,358,1990999662,2010
5,672,1990999662,2010
5,358,1990999662,2010
5,345,1990999662,2010
345,358,2295364771,2010
13,487,2612651932,2010
22,484,2000713095,2010
63,835,2045156660,2010
125,163,2550196179,2010
163,279,2132550945,2011
163,403,2132550945,2011
163,609,2132550945,2011
163,691,2132550945,2011
193,217,3089362634,2011
279,403,2132550945,2011
279,609,2132550945,2011
279,691,2132550945,2011
403,609,2132550945,2011
403,691,2132550945,2011
609,691,2132550945,2011
215,268,2133448733,2011
208,243,3089362634,2011
208,574,3089362634,2011
208,787,3089362634,2011
208,217,3089362634,2011
193,975,3089362634,2011
296,799,2489089210,2011
285,296,2489089210,2011
34,285,2489089210,2011
285,396,2489089210,2011
285,806,2489089210,2011
285,799,2489089210,2011
412,509,1881854520,2011
204,250,2609764586,2011
285,637,2489089210,2011
296,637,2489089210,2011
193,208,3089362634,2011
3,218,3089362634,2011
3,245,3089362634,2011
3,975,3089362634,2011
3,217,3089362634,2011
3,787,3089362634,2011
3,574,3089362634,2011
34,637,2489089210,2011
396,637,2489089210,2011
637,806,2489089210,2011
3,243,3089362634,2011
193,243,3089362634,2011
637,799,2489089210,2011
3,193,3089362634,2011
509,689,1881854520,2011
484,689,1881854520,2011
296,806,2489089210,2011
296,396,2489089210,2011
193,245,3089362634,2011
193,574,3089362634,2011
484,509,1881854520,2011
193,787,3089362634,2011
412,689,1881854520,2011
204,394,2609764586,2011
3,208,3089362634,2011
193,218,3089362634,2011
39,56,1990711990,2011
56,365,1990711990,2011
365,984,1990711990,2011
365,406,1990711990,2011
365,571,1990711990,2011
39,365,1990711990,2011
343,365,1990711990,2011
365,607,1990711990,2011
191,984,1990711990,2011
343,607,1990711990,2011
191,406,1990711990,2011
218,975,3089362634,2011
245,975,3089362634,2011
217,218,3089362634,2011
217,245,3089362634,2011
217,975,3089362634,2011
218,787,3089362634,2011
265,761,2330681858,2011
218,245,3089362634,2011
39,607,1990711990,2011
571,607,1990711990,2011
406,607,1990711990,2011
406,984,1990711990,2011
571,984,1990711990,2011
406,571,1990711990,2011
39,984,1990711990,2011
39,406,1990711990,2011
39,571,1990711990,2011
343,984,1990711990,2011
343,406,1990711990,2011
343,571,1990711990,2011
42,76,1995591245,2011
42,312,1995591245,2011
42,570,1995591245,2011
76,312,1995591245,2011
76,570,1995591245,2011
312,570,1995591245,2011
39,343,1990711990,2011
607,984,1990711990,2011
191,571,1990711990,2011
56,191,1990711990,2011
162,230,2395472943,2011
787,975,3089362634,2011
217,243,3089362634,2011
243,787,3089362634,2011
243,574,3089362634,2011
208,218,3089362634,2011
208,245,3089362634,2011
39,191,1990711990,2011
191,343,1990711990,2011
243,975,3089362634,2011
191,607,1990711990,2011
56,984,1990711990,2011
208,975,3089362634,2011
56,406,1990711990,2011
56,571,1990711990,2011
412,484,1881854520,2011
56,343,1990711990,2011
56,607,1990711990,2011
191,365,1990711990,2011
243,245,3089362634,2011
218,243,3089362634,2011
574,787,3089362634,2011
217,787,3089362634,2011
218,574,3089362634,2011
245,574,3089362634,2011
574,975,3089362634,2011
162,523,2395472943,2011
162,781,2395472943,2011
230,523,2395472943,2011
395,424,2140000731,2011
124,424,2140000731,2011
124,395,2140000731,2011
82,424,2140000731,2011
82,395,2140000731,2011
82,124,2140000731,2011
230,781,2395472943,2011
523,781,2395472943,2011
144,170,2401781608,2011
217,574,3089362634,2011
245,787,3089362634,2011
201,689,1881854520,2011
162,230,2260084776,2011
34,296,2489089210,2011
317,348,2062878466,2011
739,823,2562766371,2011
151,739,2562766371,2011
223,371,1545659942,2011
223,460,1545659942,2011
223,778,1545659942,2011
155,348,2062878466,2011
620,823,2562766371,2011
460,778,1545659942,2011
217,762,1548444287,2011
151,620,2562766371,2011
620,739,2562766371,2011
146,563,2613435647,2011
122,563,2613435647,2011
371,778,1545659942,2011
122,146,2613435647,2011
155,317,2062878466,2011
684,687,2565771448,2011
174,684,2565771448,2011
195,413,1529491534,2011
195,837,1529491534,2011
413,837,1529491534,2011
135,182,1545659942,2011
135,223,1545659942,2011
151,823,2562766371,2011
135,371,1545659942,2011
135,778,1545659942,2011
182,223,1545659942,2011
182,371,1545659942,2011
182,460,1545659942,2011
182,778,1545659942,2011
684,690,2565771448,2011
135,460,1545659942,2011
502,823,2562766371,2011
151,502,2562766371,2011
502,739,2562766371,2011
151,393,2562766371,2011
393,739,2562766371,2011
393,620,2562766371,2011
393,502,2562766371,2011
393,501,2562766371,2011
393,426,2562766371,2011
393,823,2562766371,2011
184,823,2562766371,2011
184,739,2562766371,2011
184,620,2562766371,2011
184,502,2562766371,2011
184,501,2562766371,2011
184,426,2562766371,2011
184,393,2562766371,2011
151,184,2562766371,2011
426,501,2562766371,2011
426,502,2562766371,2011
426,620,2562766371,2011
502,620,2562766371,2011
501,823,2562766371,2011
151,501,2562766371,2011
501,739,2562766371,2011
501,620,2562766371,2011
501,502,2562766371,2011
426,823,2562766371,2011
151,426,2562766371,2011
631,824,2613217466,2011
311,824,2613217466,2011
311,631,2613217466,2011
147,750,2613063338,2011
13,750,2613063338,2011
13,147,2613063338,2011
426,739,2562766371,2011
454,684,2565771448,2011
684,815,2565771448,2011
687,690,2565771448,2011
174,687,2565771448,2011
162,528,2260084776,2011
162,781,2260084776,2011
230,528,2260084776,2011
230,781,2260084776,2011
528,781,2260084776,2011
250,394,2609764586,2011
204,441,2609764586,2011
250,465,2609764586,2011
250,441,2609764586,2011
84,378,383135094,2011
454,815,2565771448,2011
394,465,2609764586,2011
394,625,2609764586,2011
394,441,2609764586,2011
250,625,2609764586,2011
204,625,2609764586,2011
204,465,2609764586,2011
36,201,1881854520,2011
201,484,1881854520,2011
201,412,1881854520,2011
36,689,1881854520,2011
36,509,1881854520,2011
36,484,1881854520,2011
36,412,1881854520,2011
799,806,2489089210,2011
396,799,2489089210,2011
34,799,2489089210,2011
396,806,2489089210,2011
34,806,2489089210,2011
34,396,2489089210,2011
316,811,2110213069,2011
288,811,2110213069,2011
288,316,2110213069,2011
465,625,2609764586,2011
201,509,1881854520,2011
736,796,1766882528,2011
124,724,2040089115,2011
205,851,2053340132,2011
162,528,2750644320,2011
162,230,2750644320,2011
205,543,2053340132,2011
543,851,2053340132,2011
144,758,2054901346,2011
484,489,2049944762,2011
174,815,2565771448,2011
690,815,2565771448,2011
22,484,1509627195,2011
454,690,2565771448,2011
174,690,2565771448,2011
687,815,2565771448,2011
454,687,2565771448,2011
174,454,2565771448,2011
441,625,2609764586,2011
441,465,2609764586,2011
162,781,2750644320,2011
124,802,2040089115,2011
273,724,2040089115,2011
273,802,2040089115,2011
724,802,2040089115,2011
505,796,1766882528,2011
217,245,3008770717,2011
265,761,2999037481,2011
505,736,1766882528,2011
953,955,2988224507,2011
115,796,1766882528,2011
115,736,1766882528,2011
115,505,1766882528,2011
528,781,2750644320,2011
230,781,2750644320,2011
230,528,2750644320,2011
124,273,2040089115,2011
371,460,1545659942,2011
240,812,2579716123,2012
186,719,2579716123,2012
502,620,2614867683,2012
501,620,2614867683,2012
501,502,2614867683,2012
426,620,2614867683,2012
426,502,2614867683,2012
426,501,2614867683,2012
393,620,2614867683,2012
393,502,2614867683,2012
393,501,2614867683,2012
393,426,2614867683,2012
232,748,2613420689,2012
306,757,2611229285,2012
804,812,2579716123,2012
256,812,2579716123,2012
256,804,2579716123,2012
777,812,2579716123,2012
777,804,2579716123,2012
256,777,2579716123,2012
719,812,2579716123,2012
719,804,2579716123,2012
256,719,2579716123,2012
719,777,2579716123,2012
240,804,2579716123,2012
240,256,2579716123,2012
240,777,2579716123,2012
186,812,2579716123,2012
186,804,2579716123,2012
186,256,2579716123,2012
186,777,2579716123,2012
186,240,2579716123,2012
102,692,2184265879,2012
240,719,2579716123,2012
144,565,2132055944,2012
203,326,1512262279,2012
203,264,1512262279,2012
224,487,2055197218,2012
46,203,964936750,2012
46,219,964936750,2012
46,326,964936750,2012
46,505,964936750,2012
46,745,964936750,2012
605,808,1984493788,2012
451,808,1984493788,2012
451,605,1984493788,2012
152,253,1994543706,2012
219,773,964936750,2012
219,796,964936750,2012
219,810,964936750,2012
205,543,2137402828,2012
361,787,1981239453,2012
361,830,1981239453,2012
46,796,964936750,2012
273,724,2110234844,2012
543,851,2137402828,2012
264,326,1512262279,2012
176,273,2110234844,2012
219,482,964936750,2012
219,505,964936750,2012
729,851,2137402828,2012
543,729,2137402828,2012
203,773,964936750,2012
203,482,964936750,2012
203,745,964936750,2012
203,505,964936750,2012
203,326,964936750,2012
203,219,964936750,2012
46,832,964936750,2012
46,810,964936750,2012
13,19,2055197218,2012
13,224,2055197218,2012
13,487,2055197218,2012
205,851,2137402828,2012
565,758,2132055944,2012
144,758,2132055944,2012
19,224,2055197218,2012
19,487,2055197218,2012
203,810,964936750,2012
203,832,964936750,2012
219,326,964936750,2012
219,745,964936750,2012
124,724,2110234844,2012
176,724,2110234844,2012
124,176,2110234844,2012
157,317,2014396719,2012
458,472,2014887348,2012
458,484,2014887348,2012
482,745,964936750,2012
745,773,964936750,2012
745,796,964936750,2012
472,484,2014887348,2012
745,810,964936750,2012
745,832,964936750,2012
482,773,964936750,2012
482,796,964936750,2012
482,810,964936750,2012
482,832,964936750,2012
205,729,2137402828,2012
205,818,1030668652,2012
810,832,964936750,2012
796,832,964936750,2012
796,810,964936750,2012
773,832,964936750,2012
773,810,964936750,2012
773,796,964936750,2012
155,317,2014396719,2012
124,273,2110234844,2012
155,157,2014396719,2012
227,451,1984493788,2012
219,832,964936750,2012
326,505,964936750,2012
326,745,964936750,2012
326,482,964936750,2012
326,773,964936750,2012
326,796,964936750,2012
326,810,964936750,2012
326,832,964936750,2012
787,830,1981239453,2012
505,832,964936750,2012
203,796,964936750,2012
482,505,964936750,2012
505,810,964936750,2012
227,808,1984493788,2012
46,482,964936750,2012
46,773,964936750,2012
505,745,964936750,2012
227,605,1984493788,2012
505,773,964936750,2012
505,796,964936750,2012
106,404,2017595810,2013
220,404,2017595810,2013
106,411,2017595810,2013
220,559,2017595810,2013
106,220,2017595810,2013
106,559,2017595810,2013
404,411,2017595810,2013
220,411,2017595810,2013
13,455,2614624087,2013
13,224,2614624087,2013
455,487,2614624087,2013
224,767,2614624087,2013
224,487,2614624087,2013
68,516,2143803812,2013
332,730,2081386529,2013
12,68,2143803812,2013
224,455,2614624087,2013
13,767,2614624087,2013
13,487,2614624087,2013
17,559,2017595810,2013
404,559,2017595810,2013
17,220,2017595810,2013
17,404,2017595810,2013
17,411,2017595810,2013
102,838,2463919866,2013
102,840,2463919866,2013
